Date,WIKI/GOOGL - Open,WIKI/GOOGL - High,WIKI/GOOGL - Low,WIKI/GOOGL - Close,WIKI/GOOGL - Volume,WIKI/GOOGL - Ex-Dividend,WIKI/GOOGL - Split Ratio,WIKI/GOOGL - Adj. Open,WIKI/GOOGL - Adj. High,WIKI/GOOGL - Adj. Low,WIKI/GOOGL - Adj. Close,WIKI/GOOGL - Adj. Volume
2010-01-04,626.95,629.51,624.24,626.75,3908400.0,0.0,1.0,314.44566364018056,315.72962711241735,313.0864679332424,314.34535399391206,3908400.0
2010-01-05,627.18,627.84,621.54,623.99,6003300.0,0.0,1.0,314.5610197333893,314.89204156607536,311.7322877086176,312.96108087540676,6003300.0
2010-01-06,625.86,625.86,606.36,608.26,7949400.0,0.0,1.0,313.89897606801725,313.89897606801725,304.1187855568385,305.0717271963892,7949400.0
2010-01-07,609.4,610.0,592.65,594.1,12815700.0,0.0,1.0,305.64349218011967,305.94442111892516,297.2425593051328,297.96980424057944,12815700.0
2010-01-08,592.0,603.25,589.11,602.02,9439100.0,0.0,1.0,296.91655295476016,302.5589705573633,295.46707856618036,301.942066232812,9439100.0
2010-01-11,604.46,604.46,594.04,601.11,14411300.0,0.0,1.0,303.1658439172877,303.1658439172877,297.93971134669886,301.4856573422903,14411300.0
2010-01-12,598.08,598.16,588.0,590.48,9696800.0,0.0,1.0,299.9659662013226,300.00609005982994,294.9103600293902,296.15419964311957,9696800.0
2010-01-13,576.49,588.38,573.9,587.09,12980200.0,0.0,1.0,289.13753988663797,295.1009483573003,287.8385299674609,294.4539511388685,12980200.0
2010-01-14,583.9,594.2,582.81,589.85,8471700.0,0.0,1.0,292.8540122808859,298.01995906371366,292.30732470872255,295.8382242573738,8471700.0
2010-01-15,591.59,593.56,578.04,580.0,10858100.0,0.0,1.0,296.71091817990975,297.6989681956544,289.91493964521885,290.89797417865014,10858100.0
2010-01-19,581.49,590.42,576.29,587.62,8624700.0,0.0,1.0,291.6452810433505,296.124106749239,289.03723024036947,294.71977170148,8624700.0
2010-01-20,585.98,585.98,575.29,580.41,6494800.0,0.0,1.0,293.8972326020783,293.8972326020783,288.53568200902697,291.10360895350055,6494800.0
2010-01-21,583.44,586.8185,572.251,582.98,12602700.0,0.0,1.0,292.6233000944684,294.317780794059,287.0114769339771,292.3925879080508,12602700.0
2010-01-22,564.5,570.6,534.86,550.01,13587100.0,0.0,1.0,283.1239765928414,286.1834208040307,268.2580870158497,275.85654272068854,13587100.0
2010-01-25,546.59,549.8775,535.51,540.0,8830900.0,0.0,1.0,274.1412477694972,275.79008758003573,268.5840933662223,270.83604492495016,8830900.0
2010-01-26,537.97,549.6,536.29,542.42,8702200.0,0.0,1.0,269.8179020153249,275.6509079458381,268.9753009866694,272.049791644799,8702200.0
2010-01-27,541.27,547.65,535.31,542.1,7920800.0,0.0,1.0,271.4730111787551,274.67288889472024,268.4837837199538,271.88929621076943,7920800.0
2010-01-28,544.49,546.9999,530.6,534.29,6451700.0,0.0,1.0,273.08799648367795,274.34683238952454,266.12149155033063,267.97220452398443,6451700.0
2010-01-29,538.49,540.99,525.61,529.944,8272700.0,0.0,1.0,270.078707095623,271.33257767397924,263.61876587593156,265.7924759105699,8272700.0
2010-02-01,534.602,535.81,530.3,533.02,4497000.0,0.0,1.0,268.1286875721633,268.734557835625,265.97102708092785,267.3352382701795,4497000.0
2010-02-02,534.9554,534.96,527.61,531.12,8184200.0,0.0,1.0,268.3059347171198,268.308241838984,264.62186233861655,266.38229663062873,8184200.0
2010-02-03,528.67,542.1,528.23,540.82,5992200.0,0.0,1.0,265.15350346383957,271.88929621076943,264.9328222420489,271.24731447465103,5992200.0
2010-02-04,537.0,538.0,525.56,526.778,6748600.0,0.0,1.0,269.33140023092267,269.83294846226516,263.5936884643644,264.20457421013964,6748600.0
2010-02-05,528.4,533.4985,522.46,531.29,6305600.0,0.0,1.0,265.01808544137714,267.5752290988769,262.0388889472027,266.46755982995694,6305600.0
2010-02-08,532.5,542.0,531.5301,533.47,5383200.0,0.0,1.0,267.0744331898814,271.83914138763515,266.5879815603023,267.5609349742836,5383200.0
2010-02-09,539.54,541.53,535.07,536.44,5633500.0,0.0,1.0,270.6053327385326,271.60341371890416,268.36341214443166,269.05053322137087,5633500.0
2010-02-10,534.07,537.79,527.69,534.445,5343600.0,0.0,1.0,267.86186391308917,269.7276233336832,264.661986197124,268.0499444998426,5343600.0
2010-02-11,532.25,540.49,529.5,536.4,4815100.0,0.0,1.0,266.94904613204574,271.08180355830797,265.5697884958539,269.0304712921171,4815100.0
2010-02-12,532.97,537.15,530.5,533.12,4554800.0,0.0,1.0,267.3101608586124,269.406632465624,266.0713367271964,267.3853930933137,4554800.0
2010-02-16,537.14,544.13,534.3,541.3,7301400.0,0.0,1.0,269.4016169833106,272.90743912039466,267.97722000629784,271.4880576256954,7301400.0
2010-02-17,542.0,543.4,537.61,538.207,4055300.0,0.0,1.0,271.83914138763515,272.54130891151465,269.6373446520416,269.93676894615305,4055300.0
2010-02-18,537.54,545.01,536.14,543.22,4669100.0,0.0,1.0,269.6022362758476,273.34880156397605,268.9000687519681,272.451030229873,4669100.0
2010-02-19,541.0,544.03,539.7,540.763,5101000.0,0.0,1.0,271.33759315629266,272.8572842972604,270.68558045554744,271.2187262254645,5101000.0
2010-02-22,547.35,547.5,541.0,542.8,4284900.0,0.0,1.0,274.5224244253175,274.5976566600189,271.33759315629266,272.2403799727091,4284900.0
2010-02-23,543.0,543.63,532.29,535.07,5739400.0,0.0,1.0,272.34068961897765,272.65666500472344,266.96910806129944,268.36341214443166,5739400.0
